Date,AMZN,MSFT,TSLA,GOOG,AAPL,FB,JNJ,V,PG
2019-10-17,1787.47998046875,138.45146179199222,261.97000122070307,1253.0699462890625,232.9685211181641,190.38999938964844,133.45109558105472,176.8217315673828,114.45084381103516
2019-10-18,1757.510009765625,136.19168090820312,256.95001220703125,1245.489990234375,234.0874328613281,185.8500061035156,125.15022277832031,174.6057586669922,115.27515411376952
2019-10-21,1785.6600341796875,137.20262145996094,253.5,1246.1500244140625,238.14712524414062,189.75999450683597,125.4638442993164,175.3212127685547,116.8550796508789
2019-10-22,1765.72998046875,135.16090393066406,255.5800018310547,1242.800048828125,237.6025390625,182.33999633789062,126.62026977539062,169.78622436523438,119.89715576171876
2019-10-23,1762.1700439453125,136.02320861816406,254.67999267578125,1259.1300048828125,240.79090881347656,186.1499938964844,127.30630493164062,170.24331665039062,120.70183563232422
2019-10-24,1780.780029296875,138.69926452636722,299.67999267578125,1260.989990234375,241.1869659423828,186.3800048828125,124.9542236328125,175.05291748046875,122.45838928222656
2019-10-25,1761.3299560546875,139.48223876953122,328.1300048828125,1265.1300048828125,244.15750122070312,187.88999938964844,125.7872543334961,176.73226928710938,120.9471664428711
2019-10-28,1777.0799560546875,142.9115753173828,327.7099914550781,1290.0,246.60324096679688,189.3999938964844,126.60067749023438,178.7097625732422,121.17286682128906
2019-10-29,1762.7099609375,141.56362915039062,316.2200012207031,1262.6199951171875,240.8998107910156,189.30999755859372,126.54186248779295,176.51365661621094,121.29061889648438
2019-10-30,1779.989990234375,143.32785034179688,315.010009765625,1261.2900390625,240.8701019287109,188.25,130.18760681152344,178.12347412109375,122.60558319091795
2019-10-31,1776.6600341796875,142.0988311767578,314.9200134277344,1260.1099853515625,246.3160858154297,191.6499938964844,129.403564453125,177.73594665527344,122.18362426757812
2019-11-01,1791.43994140625,142.44573974609375,313.30999755859375,1273.739990234375,253.3067321777344,193.6199951171875,128.58033752441406,179.79290771484375,121.55558776855469
2019-11-04,1804.6600341796875,143.2683868408203,317.4700012207031,1291.3699951171875,254.97021484375,194.72000122070312,127.62969970703124,177.82537841796875,116.84526824951172
2019-11-05,1801.7099609375,143.17919921875,317.2200012207031,1292.030029296875,254.6038818359375,194.32000732421875,127.81592559814452,175.2615966796875,116.6784439086914
2019-11-06,1795.77001953125,142.78271484375,326.5799865722656,1291.800048828125,254.7127685546875,191.5500030517578,128.34513854980472,175.65907287597656,118.07190704345705
2019-11-07,1788.199951171875,142.98094177246094,335.5400085449219,1308.8599853515625,257.6524658203125,190.4199981689453,128.80574035644528,177.3086395263672,117.3849868774414
2019-11-08,1785.8800048828125,144.66587829589844,337.1400146484375,1311.3699951171875,258.35763549804693,190.83999633789062,130.34440612792972,177.8452606201172,117.46348571777344
2019-11-11,1771.6500244140625,144.81454467773438,345.0899963378906,1299.18994140625,260.40350341796875,189.6100006103516,129.34477233886722,178.4116668701172,117.10040283203124
2019-11-12,1778.0,145.7660369873047,349.92999267578125,1298.800048828125,260.16513061523443,194.47000122070312,128.72734069824222,178.61041259765625,117.04151916503906
2019-11-13,1753.1099853515625,146.00390625,346.1099853515625,1298.0,262.657958984375,193.19000244140625,128.64895629882812,178.282470703125,118.39573669433594
2019-11-14,1754.5999755859375,146.74725341796875,349.3500061035156,1311.4599609375,260.84048461914057,193.1499938964844,128.34513854980472,178.91952514648438,118.24854278564452
2019-11-15,1739.489990234375,148.6403350830078,352.1700134277344,1334.8699951171875,263.93911743164057,195.1000061035156,132.24568176269528,178.93943786621094,118.2877960205078
2019-11-18,1752.530029296875,149.00704956054688,349.989990234375,1320.699951171875,265.2699584960937,197.3999938964844,132.13786315917972,178.82994079589844,119.6125717163086
2019-11-19,1752.7900390625,149.0565948486328,359.5199890136719,1315.4599609375,264.46548461914057,199.32000732421875,132.1280517578125,181.9255828857422,119.15135192871094
2019-11-20,1745.530029296875,148.7980194091797,352.2200012207031,1303.050048828125,261.38674926757807,197.50999450683597,133.2257080078125,180.82069396972656,120.00509643554688
2019-11-21,1734.7099609375,148.65878295898438,354.8299865722656,1301.3499755859375,260.21481323242193,197.92999267578125,133.71572875976562,179.0588836669922,118.0915298461914
2019-11-22,1745.719970703125,148.7681884765625,333.0400085449219,1295.3399658203125,259.98638916015625,198.82000732421875,135.31317138671878,178.64080810546875,118.04246520996094
2019-11-25,1773.8399658203125,150.39918518066406,336.3399963378906,1306.68994140625,264.544921875,199.7899932861328,135.37236022949222,180.13389587402344,118.25835418701172
2019-11-26,1796.93994140625,151.19479370117188,328.9200134277344,1313.550048828125,262.47915649414057,198.97000122070312,135.36251831054688,181.7065887451172,119.97566223144531
2019-11-27,1818.510009765625,151.4832000732422,331.2900085449219,1312.989990234375,266.00485229492193,202.0,135.93487548828122,183.51817321777344,119.48500061035156
2019-11-29,1800.800048828125,150.54837036132812,329.94000244140625,1304.9599609375,265.41891479492193,201.63999938964844,135.67829895019528,183.65753173828125,119.7793960571289
2019-12-02,1781.5999755859375,148.72842407226562,334.8699951171875,1289.9200439453125,262.35006713867193,199.6999969482422,135.55001831054688,180.95008850097656,120.42707061767578
2019-12-03,1769.9599609375,148.48973083496094,336.20001220703125,1295.280029296875,257.67236328125,198.82000732421875,135.35264587402344,181.05958557128903,120.65277099609376
2019-12-04,1760.68994140625,149.02676391601562,333.0299987792969,1320.5400390625,259.9466552734375,198.7100067138672,137.54339599609378,179.76560974121094,122.20323944091795
2019-12-05,1740.47998046875,149.1063232421875,330.3699951171875,1328.1300048828125,263.76034545898443,199.3600006103516,137.72100830078122,181.0496368408203,122.29157257080078
2019-12-06,1751.5999755859375,150.91632080078125,335.8900146484375,1340.6199951171875,268.85519409179693,201.0500030517578,138.53022766113278,181.32833862304688,121.8696060180664
2019-12-09,1749.510009765625,150.52847290039062,339.5299987792969,1343.56005859375,265.09115600585943,201.33999633789062,138.64863586425778,182.0748748779297,122.53690338134766
2019-12-10,1739.2099609375,150.29974365234375,348.8399963378906,1344.6600341796875,266.6405029296875,200.8699951171875,138.14537048339844,181.4179229736328,121.94810485839844
2019-12-11,1748.719970703125,150.86659240722656,352.70001220703125,1345.02001953125,268.914794921875,202.25999450683597,139.122314453125,181.1690826416016,122.33081817626952
2019-12-12,1760.3299560546875,152.3981475830078,359.67999267578125,1350.27001953125,269.60006713867193,196.75,139.47755432128906,181.79617309570312,122.24250030517578
2019-12-13,1760.93994140625,153.68106079101562,358.3900146484375,1347.8299560546875,273.2647705078125,194.1100006103516,139.51702880859378,184.2846221923828,123.12567901611328
2019-12-16,1769.2099609375,154.67555236816406,381.5,1361.1700439453125,277.94247436523443,197.9199981689453,139.921630859375,185.37954711914062,123.21399688720705
2019-12-17,1790.6600341796875,153.84017944335938,378.989990234375,1355.1199951171875,278.48876953125,198.38999938964844,141.66830444335938,184.66287231445312,122.96866607666016
2019-12-18,1784.030029296875,153.52194213867188,393.1499938964844,1352.6199951171875,277.82333374023443,202.5,141.30319213867188,184.04571533203125,121.69296264648438
